name,Memorability,animate
00015815.jpg,0.6973188,0
00015864.jpg,0.7221762,0
00015881.jpg,0.7494926,0
00015888.jpg,0.8619298,0
00015890.jpg,0.7221474,1
00015898.jpg,0.8183156,1
00015922.jpg,0.8148948,1
00015924.jpg,0.8488914,1
00015959.jpg,0.7555038,0
00015966.jpg,0.6629908,0
00015970.jpg,0.897366,1
00015984.jpg,0.8683766,1
00015998.jpg,0.8401184,0
00016001.jpg,0.5729254,1
00016010.jpg,0.5906768,0
00016012.jpg,0.8180934,1
00016026.jpg,0.5894122,0
00016031.jpg,0.755411,0
00016041.jpg,0.881327,1
00016053.jpg,0.795288,0
00016056.jpg,0.8169024,1
00016061.jpg,0.6903882,1
00016069.jpg,0.7553234,1
00016083.jpg,0.813364,0
00016086.jpg,0.910465,0
00016089.jpg,0.8428412,1
00016090.jpg,0.8872244,1
00016098.jpg,0.894246,1
00016103.jpg,0.6551256,0
00016113.jpg,0.6849646,0
00016137.jpg,0.8881108,0
00016138.jpg,0.7430326,0
00016140.jpg,0.7536384,1
00016150.jpg,0.8372822,1
00016178.jpg,0.755756,0
00016181.jpg,0.532066,0
00016202.jpg,0.7626982,0
00016213.jpg,0.5846266,0
00016249.jpg,0.5884138,0
00016256.jpg,0.7944546,1
00016366.jpg,0.4198648,1
00016374.jpg,0.7080406,0
00016390.jpg,0.6448306,1
00016405.jpg,0.77602,1
00016424.jpg,0.75813,1
00016436.jpg,0.631427,0
00016451.jpg,0.8043858,0
00016484.jpg,0.8483566,0
00016486.jpg,0.8417542,1
00016501.jpg,0.739665,0
00016511.jpg,0.7858544,0
00016522.jpg,0.6904896,1
00016532.jpg,0.8492836,0
00016537.jpg,0.7936116,1
00016538.jpg,0.8123214,1
00016543.jpg,0.751717,1
00016562.jpg,0.6772674,0
00016583.jpg,0.5811422,0
00016584.jpg,0.960726,1
00016593.jpg,0.8625434,0
00016597.jpg,0.8433268,0
00016598.jpg,0.6433324,0
00016601.jpg,0.7709294,0
00016612.jpg,0.9217392,1
00016639.jpg,0.7881742,1
00016657.jpg,0.8188406,1
00016689.jpg,0.8355408,1
00016695.jpg,0.728036,0
00016702.jpg,0.7041648,0
00016729.jpg,0.5739558,0
00016768.jpg,0.7145512,1
00016789.jpg,0.8227238,0
00016794.jpg,0.7187714,1
00016811.jpg,0.6470762,1
00016813.jpg,0.60485,0
00016828.jpg,0.5534958,0
00016868.jpg,0.9132074,0
00016872.jpg,0.7961838,0
00016878.jpg,0.6510212,0
00016880.jpg,0.4327044,0
00016886.jpg,0.741024,0
00016888.jpg,0.8704492,0
00016899.jpg,0.7157168,0
00016919.jpg,0.8901006,1
00016931.jpg,0.6683068,0
00016936.jpg,0.7617602,1
00016978.jpg,0.7894974,1
00016981.jpg,0.7018436,0
00017007.jpg,0.8154234,0
00017024.jpg,0.7780652,1
00017028.jpg,0.713667,1
00017100.jpg,0.689164,0
00017107.jpg,0.7521206,0
00017121.jpg,0.8498658,0
00017128.jpg,0.8988044,0
00017154.jpg,0.785229,1
00017170.jpg,0.5469436,0
00017208.jpg,0.7511356,1
00017272.jpg,0.7442234,0
00017275.jpg,0.8301518,1
00017276.jpg,0.8276316,1
00017332.jpg,0.8004302,0
00017337.jpg,0.9354262,0
00017342.jpg,0.5458942,0
00017363.jpg,0.822033,1
00017374.jpg,0.8769058,1
00017378.jpg,0.8051686,0
00017386.jpg,0.5552518,0
00017388.jpg,0.7096448,0
00017397.jpg,0.9265654,0
00017416.jpg,0.8397506,1
00017423.jpg,0.637406,0
00017425.jpg,0.8261752,0
00017430.jpg,0.8807404,0
00017435.jpg,0.7938912,0
00017457.jpg,0.5222196,0
00017511.jpg,0.7573922,0
00017531.jpg,0.55709,1
00017577.jpg,0.7090324,0
00017603.jpg,0.795762,0
00017604.jpg,0.8065882,1
00017609.jpg,0.6269018,1
00017614.jpg,0.8920168,1
00017619.jpg,0.6624952,0
00017630.jpg,0.84951,1
00017647.jpg,0.907305,1
00017657.jpg,0.8297616,0
00017682.jpg,0.810081,0
00017696.jpg,0.7831396,1
00017754.jpg,0.7007768,0
00017756.jpg,0.7129052,0
00017785.jpg,0.7688004,1
00017800.jpg,0.778118,1
00017801.jpg,0.6747208,0
00017832.jpg,0.6533662,1
00017836.jpg,0.692323,0
00017852.jpg,0.5840984,1
00017871.jpg,0.8133848,1
00017880.jpg,0.8328252,0
00017887.jpg,0.8060096,1
00017894.jpg,0.8491992,0
00017896.jpg,0.7400108,0
00017926.jpg,0.8530902,1
00017970.jpg,0.9474322,0
00017972.jpg,0.84695,0
00017981.jpg,0.8669276,0
00017982.jpg,0.6308526,0
00017985.jpg,0.6695814,1
00018012.jpg,0.504081,0
00018026.jpg,0.8200724,1
00018043.jpg,0.819968,0
00018086.jpg,0.7975058,0
00018131.jpg,0.8646056,1
00018141.jpg,0.8200848,1
00018155.jpg,0.9556434,0
00018167.jpg,0.8733084,0
00018183.jpg,0.8244154,1
00018214.jpg,0.7056398,0
00018215.jpg,0.75673,1
00018217.jpg,0.7399576,1
00018226.jpg,0.7722824,1
00018235.jpg,0.9326876,0
00018249.jpg,0.8385686,0
00018267.jpg,0.911334,1
00018285.jpg,0.9025328,1
00018291.jpg,0.939388,1
00018307.jpg,0.7451896,1
00018380.jpg,0.8181002,1
00018408.jpg,0.9225422,0
00018412.jpg,0.8561168,0
00018440.jpg,0.833714,0
00018443.jpg,0.9212788,1
00018452.jpg,0.8069884,0
00018455.jpg,0.8154424,0
00018489.jpg,0.8039196,1
00018527.jpg,0.8732016,0
00018562.jpg,0.8224616,1
00018608.jpg,0.9126168,0
00018626.jpg,0.7641686,1
00018636.jpg,0.6564076,1
00018775.jpg,0.8203834,0
00018786.jpg,0.910711,0
00018805.jpg,0.8564152,1
00018825.jpg,0.759884,1
00018836.jpg,0.6762282,0
00018844.jpg,0.8757872,1
00018845.jpg,0.9501864,1
00018869.jpg,0.6618662,1
00018874.jpg,0.673444,1
00018880.jpg,0.8488268,1
00018889.jpg,0.8024806,0
00018906.jpg,0.6483586,0
00018912.jpg,0.6364872,0
00018916.jpg,0.7952312,0
00018922.jpg,0.9248762,0
00018945.jpg,0.7832964,0
00018952.jpg,0.795859,0
00018961.jpg,0.8938456,1
00019002.jpg,0.6592138,0
00019042.jpg,0.6800386,0
00019068.jpg,0.6817742,0
00019079.jpg,0.745534,0
00019094.jpg,0.9510836,0
00019106.jpg,0.8105638,1
00019142.jpg,0.8753866,0
00019185.jpg,0.8467416,0
00019192.jpg,0.6800542,0
00019197.jpg,0.6926384,0
00019201.jpg,0.676957,0
00019222.jpg,0.9355426,0
00019240.jpg,0.8384422,1
00019263.jpg,0.778648,0
00019286.jpg,0.7991256,0
00019314.jpg,0.7970234,1
00019326.jpg,0.612255,0
00019344.jpg,0.7470658,0
00019376.jpg,0.5840072,0
00019408.jpg,0.8922162,0
00019452.jpg,0.7553588,1
00019469.jpg,0.8374456,1
00019473.jpg,0.8023338,1
00019490.jpg,0.7172994,1
00019504.jpg,0.7965972,1
00019530.jpg,0.6965246,0
00019537.jpg,0.751354,0
00019541.jpg,0.7285934,1
00019551.jpg,0.6973194,0
00019565.jpg,0.8243492,1
00019588.jpg,0.9064452,0
00019604.jpg,0.7213188,1
00019607.jpg,0.8846236,0
00019612.jpg,0.7611982,0
00019615.jpg,0.576402,0
00019630.jpg,0.5190014,0
00019632.jpg,0.5948086,0
00019692.jpg,0.383647,0
00019707.jpg,0.702269,0
00019716.jpg,0.7300266,1
00019739.jpg,0.602934,1
00019742.jpg,0.71607,1
00019749.jpg,0.8263982,0
00019752.jpg,0.8597594,1
00019794.jpg,0.719822,0
00019798.jpg,0.8891352,1
00019802.jpg,0.81983,0
00019821.jpg,0.880423,1
00019867.jpg,0.7832266,1
00019879.jpg,0.7880402,0
00019884.jpg,0.8843878,1
00019889.jpg,0.8527084,1
00019900.jpg,0.7876448,1
00019918.jpg,0.7719802,0
00019921.jpg,0.7201468,1
00019940.jpg,0.5457278,0
00019945.jpg,0.6348588,0
00019950.jpg,0.9746762,0
00019960.jpg,0.7223082,1
00019969.jpg,0.6730266,0
00020000.jpg,0.8895828,1
00020043.jpg,0.8865534,1
00020049.jpg,0.5869062,0
00020082.jpg,0.7041406,0
00020089.jpg,0.6635498,1
00020109.jpg,0.872457,0
00020138.jpg,0.8744372,1
00020156.jpg,0.8428036,1
00020191.jpg,0.5265202,0
00020221.jpg,0.7511202,1
00020237.jpg,0.5492436,0
00020251.jpg,0.8371104,1
00020270.jpg,0.9419874,1
00020301.jpg,0.8011208,1
00020368.jpg,0.8068098,1
00020383.jpg,0.614929,0
00020386.jpg,0.596765,0
00020400.jpg,0.8701514,1
00020401.jpg,0.6945634,0
00020409.jpg,0.9558852,1
00020413.jpg,0.7243092,1
00020414.jpg,0.8650794,1
00020426.jpg,0.697149,0
00020430.jpg,0.7576998,1
00020450.jpg,0.509687,1
00020490.jpg,0.6561782,0
00020499.jpg,0.4308064,1
00020505.jpg,0.871628,0
00020532.jpg,0.7413062,0
00020571.jpg,0.4820678,0
00020597.jpg,0.7399154,1
00020645.jpg,0.5016152,0
00020647.jpg,0.903254,1
00020664.jpg,0.5438476,0
00020668.jpg,0.6584736,0
00020681.jpg,0.8479574,1
00020702.jpg,0.8337284,1
00020705.jpg,0.6620698,1
00020712.jpg,0.6619306,0
00020734.jpg,0.6753698,0
00020748.jpg,0.8027284,1
00020757.jpg,0.9071172,0
00020766.jpg,0.6821776,0
00020783.jpg,0.753256,0
00020808.jpg,0.7217188,1
00020816.jpg,0.825559,1
00020851.jpg,0.8947918,1
00020868.jpg,0.7730682,1
00020891.jpg,0.5473354,1
00020894.jpg,0.8167768,1
00020923.jpg,0.811584,1
00020929.jpg,0.9252724,0
00020942.jpg,0.8066638,1
00020948.jpg,0.8253732,1
00020957.jpg,0.841891,1
00020981.jpg,0.818616,0
00020991.jpg,0.8098066,1
00020994.jpg,0.610269,0
00020998.jpg,0.6989984,0
00021047.jpg,0.7516548,0
00021075.jpg,0.9423342,0
00021096.jpg,0.734082,0
00021104.jpg,0.823178,0
00021128.jpg,0.722738,0
00021142.jpg,0.9167,0
00021156.jpg,0.9139952,0
00021171.jpg,0.8693966,1
00021229.jpg,0.7541394,0
00021236.jpg,0.868966,1
00021245.jpg,0.5134454,1
00021270.jpg,0.7331812,1
00021279.jpg,0.8950906,0
00021319.jpg,0.8627938,0
00021328.jpg,0.38846,0
00021355.jpg,0.8833886,0
00021408.jpg,0.6219984,0
00021409.jpg,0.8045016,1
00021426.jpg,0.757805,0
00021427.jpg,0.9738612,0
00021428.jpg,0.7130208,0
00021436.jpg,0.6962966,0
00021444.jpg,0.7433334,1
00021452.jpg,0.778331,1
00021457.jpg,0.5897498,0
00021474.jpg,0.8531504,0
00021522.jpg,0.864336,0
00021549.jpg,0.8075868,0
00021571.jpg,0.7377088,0
00021572.jpg,0.824146,0
00021603.jpg,0.8881,0
00021615.jpg,0.6756578,1
00021640.jpg,0.7964044,0
00021649.jpg,0.7621176,0
00021652.jpg,0.8216414,0
00021668.jpg,0.7245996,0
00021680.jpg,0.8781746,1
00021690.jpg,0.8677158,1
00021702.jpg,0.653369,0
00021731.jpg,0.7666924,0
00021734.jpg,0.8870252,0
00021743.jpg,0.7968426,0
00021748.jpg,0.7581772,1
00021808.jpg,0.7351826,1
00021830.jpg,0.7877572,1
00021836.jpg,0.9154848,0
00021849.jpg,0.8490626,0
00021877.jpg,0.7905848,0
00021887.jpg,0.909642,1
00021925.jpg,0.7294826,0
00021930.jpg,0.8858872,0
00021938.jpg,0.8319482,1
00021981.jpg,0.861657,1
00021995.jpg,0.8059384,1
00022005.jpg,0.7328364,0
00022043.jpg,0.8655902,0
00022045.jpg,0.9344536,1
00022058.jpg,0.895096,0
00022065.jpg,0.7238628,1
00022072.jpg,0.7956328,1
00022085.jpg,0.7926828,1
00022108.jpg,0.7493456,1
00022114.jpg,0.8260372,0
00022117.jpg,0.7899852,1
00022129.jpg,0.85181,1
00022134.jpg,0.8679314,1
00022170.jpg,0.7512378,0
00022200.jpg,0.8020316,1
00022211.jpg,0.87275,1
00022219.jpg,0.7980898,1
00022232.jpg,0.7948856,1
00022273.jpg,0.6305036,0
00022291.jpg,0.8525442,1
00022302.jpg,0.6952128,0
00022312.jpg,0.9445044,0
00022336.jpg,0.7799002,1
00022354.jpg,0.8100578,0
00022390.jpg,0.7575832,0
00022392.jpg,0.4677936,0
00022400.jpg,0.851361,1
00022414.jpg,0.8897398,1
00022421.jpg,0.6209478,0
00022449.jpg,0.9443466,1
00022482.jpg,0.5713994,1
00022519.jpg,0.8616422,0
00022530.jpg,0.824471,1
00022603.jpg,0.7775072,1
00022636.jpg,0.5648286,0
00022643.jpg,0.843751,1
00022684.jpg,0.6004888,1
00022687.jpg,0.5145672,0
00022738.jpg,0.9184574,1
00022742.jpg,0.8460488,1
00022756.jpg,0.7928288,1
00022775.jpg,0.656207,0
00022830.jpg,0.7383426,0
00022952.jpg,0.823421,1
00022953.jpg,0.5601966,1
00022972.jpg,0.6986626,0
00022976.jpg,0.6331774,0
00023041.jpg,0.7834938,0
00023043.jpg,0.7410642,1
00023049.jpg,0.5422858,0
00023140.jpg,0.8067382,1
00023141.jpg,0.7918508,0
00023164.jpg,0.5230446,0
00023185.jpg,0.7651912,1
00023212.jpg,0.5710506,1
00023216.jpg,0.8399488,1
00023219.jpg,0.6558494,0
00023236.jpg,0.8426674,0
00023263.jpg,0.894975,0
00023278.jpg,0.7614294,0
00023302.jpg,0.8174838,1
00023308.jpg,0.6379658,0
00023314.jpg,0.7757536,1
00023340.jpg,0.6265158,0
00023341.jpg,0.8670776,0
00023360.jpg,0.7774894,0
00023381.jpg,0.8160524,1
00023409.jpg,0.7729632,0
00023414.jpg,0.845727,0
00023459.jpg,0.8440586,1
00023476.jpg,0.925686,0
00023481.jpg,0.9328078,1
00023502.jpg,0.9112188,0
00023513.jpg,0.9197746,1
00023516.jpg,0.896369,1
00023548.jpg,0.8097878,0
00023618.jpg,0.8067282,0
00023629.jpg,0.857771,1
00023633.jpg,0.7484002,1
00023650.jpg,0.8372446,1
00023660.jpg,0.698798,1
00023689.jpg,0.9266966,0
00023707.jpg,0.8830796,1
00023714.jpg,0.8454688,1
00023733.jpg,0.8594298,0
00023744.jpg,0.8486364,0
00023770.jpg,0.6144236,0
00023776.jpg,0.6302768,1
00023778.jpg,0.801565,0
00023866.jpg,0.7137614,0
00023888.jpg,0.7747312,0
00023906.jpg,0.825336,1
00023916.jpg,0.8531384,0
00023920.jpg,0.7647846,1
00023966.jpg,0.7979916,1
00023971.jpg,0.9144788,1
00023972.jpg,0.8347122,1
00023994.jpg,0.8274184,0
00024031.jpg,0.8614836,1
00024037.jpg,0.8909314,0
00024039.jpg,0.8714836,1
00024056.jpg,0.7620436,0
00024071.jpg,0.5521836,1
00024072.jpg,0.7599662,1
00024082.jpg,0.6546202,0
00024105.jpg,0.7609534,0
00024126.jpg,0.6890408,0
00024157.jpg,0.6248518,1
00024206.jpg,0.8768902,0
00024216.jpg,0.857921,0
00024236.jpg,0.8570518,0
00024255.jpg,0.9276822,1
00024258.jpg,0.8337988,0
00024293.jpg,0.8629928,0
00024317.jpg,0.8499494,1
00024343.jpg,0.7654046,0
00024372.jpg,0.7649108,1
00024380.jpg,0.7440238,0
00024395.jpg,0.7860846,0
00024414.jpg,0.5043606,0
00024420.jpg,0.7123612,1
00024425.jpg,0.8862624,0
00024462.jpg,0.6763804,0
00024486.jpg,0.8101568,0
00024489.jpg,0.6807836,1
00024501.jpg,0.7777376,1
00024503.jpg,0.800485,1
00024520.jpg,0.815313,1
00024523.jpg,0.771852,0
00024532.jpg,0.8236756,1
00024544.jpg,0.8148364,0
00024551.jpg,0.911897,1
00024555.jpg,0.87912,1
00024559.jpg,0.761173,0
00024567.jpg,0.8681936,1
00024583.jpg,0.8198866,1
00024600.jpg,0.8508166,1
00024603.jpg,0.6033192,0
00024608.jpg,0.8358976,0
00024615.jpg,0.6377942,0
00024627.jpg,0.9465626,1
00024628.jpg,0.713727,0
00024629.jpg,0.8487606,0
00024633.jpg,0.7150708,0
00024642.jpg,0.756513,1
00024648.jpg,0.8215298,0
00024659.jpg,0.8517976,0
00024664.jpg,0.9204536,0
00024693.jpg,0.7397032,0
00024702.jpg,0.6674494,0
00024703.jpg,0.5793668,0
00024717.jpg,0.6549648,0
00024718.jpg,0.5700894,0
00024720.jpg,0.7262996,1
00024724.jpg,0.9130652,0
00024730.jpg,0.6823606,0
00024733.jpg,0.7563536,1
00024739.jpg,0.8958464,1
00024743.jpg,0.7010054,0
00024745.jpg,0.771392,0
00024761.jpg,0.762196,1
00024781.jpg,0.8311476,1
00024783.jpg,0.7824978,1
00024788.jpg,0.9019246,1
00024791.jpg,0.7047916,1
00024793.jpg,0.8196338,0
00024812.jpg,0.7492608,0
00024818.jpg,0.8788372,0
00024820.jpg,0.6928336,0
00024831.jpg,0.8000528,0
00024833.jpg,0.6699318,0
00024835.jpg,0.6240668,1
00024838.jpg,0.8283474,1
00024841.jpg,0.8647004,0
00024843.jpg,0.9301172,1
00024845.jpg,0.8187278,0
00024847.jpg,0.8600584,1
00024851.jpg,0.8214212,0
00024860.jpg,0.9466812,1
00024873.jpg,0.7299874,0
00024892.jpg,0.7970386,0
00024906.jpg,0.6769638,1
00024912.jpg,0.7820238,0
00024918.jpg,0.7981626,0
00024926.jpg,0.8959576,0
00024933.jpg,0.5258158,0
00024940.jpg,0.4749692,1
00024942.jpg,0.7218984,0
00024956.jpg,0.800491,0
00024984.jpg,0.7476964,0
00025005.jpg,0.6186326,0
00025006.jpg,0.7105126,0
00025007.jpg,0.8614898,1
00025009.jpg,0.6640724,0
00025028.jpg,0.8566638,0
00025037.jpg,0.8598484,1
00025053.jpg,0.752925,0
00025063.jpg,0.8776894,1
00025065.jpg,0.7169048,1
00025074.jpg,0.8479646,0
00025078.jpg,0.8093076,1
00025087.jpg,0.7114936,0
00025111.jpg,0.663327,0
00025114.jpg,0.8747718,1
00025129.jpg,0.6877654,1
00025135.jpg,0.680486,1
00025136.jpg,0.866409,1
00025138.jpg,0.974673,0
00025139.jpg,0.815426,0
00025141.jpg,0.811474,0
00025167.jpg,0.8807586,0
00025174.jpg,0.7421178,1
00025178.jpg,0.7740888,0
00025179.jpg,0.8658742,0
00025186.jpg,0.6896136,1
00025192.jpg,0.8956838,0
00025193.jpg,0.5754294,0
00025196.jpg,0.756111,1
00025197.jpg,0.7761656,0
00025198.jpg,0.762822,0
00025203.jpg,0.8490268,1
00025207.jpg,0.6193064,0
00025215.jpg,0.7549226,1
00025225.jpg,0.6553182,0
00025229.jpg,0.9005438,0
00025231.jpg,0.7549258,1
00025242.jpg,0.4921582,0
00025243.jpg,0.5635226,0
00025247.jpg,0.842785,1
00025254.jpg,0.6314852,0
00025258.jpg,0.8102604,0
00025261.jpg,0.9149862,1
00025264.jpg,0.7524886,0
00025287.jpg,0.6947824,0
00025290.jpg,0.8857732,0
00025297.jpg,0.495221,0
00025298.jpg,0.846686,0
00025300.jpg,0.7487474,0
00025306.jpg,0.7274546,1
00025307.jpg,0.8398946,1
00025308.jpg,0.7451188,0
00025310.jpg,0.7197198,0
00025318.jpg,0.7332758,1
00025323.jpg,0.7702098,1
00025324.jpg,0.6956976,0
00025327.jpg,0.82188,1
00025344.jpg,0.96643,0
00025357.jpg,0.7545332,0
00025360.jpg,0.8271218,1
00025363.jpg,0.6184084,0
00025368.jpg,0.7471202,0
00025369.jpg,0.8313886,0
00025376.jpg,0.8563124,1
00025379.jpg,0.8094758,1
00025399.jpg,0.7100918,1
00025408.jpg,0.721053,0
00025418.jpg,0.9447366,0
00025420.jpg,0.8659008,0
00025426.jpg,0.7702076,1
00025431.jpg,0.7200782,1
00025436.jpg,0.8392874,1
00025454.jpg,0.773484,0
00025458.jpg,0.7865234,0
00025464.jpg,0.5507878,0
00025476.jpg,0.8689062,1
00025477.jpg,0.9336288,1
00025480.jpg,0.5504916,0
00025489.jpg,0.7045332,0
00025495.jpg,0.6131586,0
00025501.jpg,0.67737,0
00025511.jpg,0.7070308,0
00025516.jpg,0.7900506,1
00025517.jpg,0.6876412,1
00025518.jpg,0.9716054,0
00025524.jpg,0.8360894,1
00025527.jpg,0.824532,0
00025536.jpg,0.8571978,0
00025542.jpg,0.7459448,1
00025546.jpg,0.7998468,0
00025547.jpg,0.7519064,1
00025566.jpg,0.6387626,0
00025580.jpg,0.9203324,1
00025589.jpg,0.7430426,0
00025595.jpg,0.8422382,1
00025598.jpg,0.8021242,1
00025607.jpg,0.6496744,1
00025609.jpg,0.905612,0
00025614.jpg,0.7863142,0
00025618.jpg,0.9434226,1
00025621.jpg,0.637695,0
00025622.jpg,0.7737424,0
00025641.jpg,0.847435,1
00025646.jpg,0.7771862,0
00025651.jpg,0.9160664,0
00025652.jpg,0.744632,0
00025654.jpg,0.7008256,0
00025655.jpg,0.8243548,1
00025657.jpg,0.7545584,1
00025659.jpg,0.700029,1
00025668.jpg,0.8307444,0
00025676.jpg,0.8095122,1
00025681.jpg,0.822924,0
00025683.jpg,0.7267138,0
00025688.jpg,0.8072706,1
00025695.jpg,0.860077,0
00025706.jpg,0.7395712,0
00025707.jpg,0.769968,1
00025717.jpg,0.6423946,0
00025720.jpg,0.8968362,1
00025729.jpg,0.7534704,1
00025734.jpg,0.8748176,0
00025736.jpg,0.7063088,0
00025737.jpg,0.83006,1
00025739.jpg,0.8174054,1
00025740.jpg,0.8974786,1
00025749.jpg,0.846569,1
00025758.jpg,0.6448848,1
00025762.jpg,0.5551136,0
00025779.jpg,0.7101292,0
00025782.jpg,0.5508302,0
00025783.jpg,0.7114456,0
00025785.jpg,0.765768,0
00025788.jpg,0.692619,0
00025789.jpg,0.5957002,0
00025798.jpg,0.7124026,0
00025802.jpg,0.7997906,1
00025806.jpg,0.7973276,1
00025810.jpg,0.5075528,0
00025817.jpg,0.7932904,1
00025820.jpg,0.925737,1
00025821.jpg,0.7470894,0
00025835.jpg,0.8608268,1
00025850.jpg,0.8318968,0
00025860.jpg,0.4873686,0
00025885.jpg,0.7824778,0
00025891.jpg,0.7875514,1
00025892.jpg,0.6096666,1
00025901.jpg,0.8505254,0
00025905.jpg,0.8794004,0
00025915.jpg,0.7080614,1
00025916.jpg,0.7661682,1
00025928.jpg,0.7572564,0
00025934.jpg,0.8455692,1
00025935.jpg,0.8179554,0
00025936.jpg,0.7717708,1
00025943.jpg,0.7729598,0
00025947.jpg,0.7053658,0
00025950.jpg,0.7018616,1
00025958.jpg,0.8914768,1
00025961.jpg,0.769219,0
00025970.jpg,0.7791964,0
00025976.jpg,0.7938008,1
00025987.jpg,0.6730602,1
00025997.jpg,0.872996,1
00026005.jpg,0.7145718,0
00026006.jpg,0.7379786,1
00026019.jpg,0.6490358,0
00026022.jpg,0.61641,0
00026031.jpg,0.772815,0
00026037.jpg,0.8367764,1
00026042.jpg,0.6747222,0
00026053.jpg,0.7564048,1
00026056.jpg,0.9569764,0
00026064.jpg,0.8759202,1
00026075.jpg,0.7513074,0
00026076.jpg,0.7906818,1
00026088.jpg,0.6638854,0
00026092.jpg,0.6325826,0
00026093.jpg,0.7838698,0
00026103.jpg,0.7742812,1
00026106.jpg,0.8503304,0
00026108.jpg,0.8006944,1
00026112.jpg,0.7843512,0
00026120.jpg,0.8667826,1
00026128.jpg,0.6047782,1
00026131.jpg,0.6416388,0
00026138.jpg,0.8926068,0
00026153.jpg,0.792857,1
00026161.jpg,0.8095854,0
00026167.jpg,0.7351962,0
00026177.jpg,0.8528636,1
00026181.jpg,0.6412426,0
00026185.jpg,0.9281182,0
00026186.jpg,0.7604606,0
00026187.jpg,0.8967718,0
00026189.jpg,0.6034764,0
00026197.jpg,0.7451882,1
00026198.jpg,0.7480002,1
00026208.jpg,0.76419,1
00026214.jpg,0.7031986,1
00026225.jpg,0.6703074,0
00026230.jpg,0.8004272,1
00026233.jpg,0.7140578,1
00026234.jpg,0.6553904,1
00026241.jpg,0.7014228,0
00026247.jpg,0.7289808,1
00026250.jpg,0.8824558,0
00026252.jpg,0.5505006,1
00026255.jpg,0.8458932,1
00026257.jpg,0.7321062,0
00026265.jpg,0.6959306,1
00026266.jpg,0.6932404,0
00026268.jpg,0.6140278,0
00026276.jpg,0.6463166,0
00026280.jpg,0.6181578,0
00026307.jpg,0.7621506,1
00026314.jpg,0.6341876,0
00026317.jpg,0.6861908,0
00026319.jpg,0.7482614,1
00026321.jpg,0.8187714,0
00026324.jpg,0.8735644,0
00026332.jpg,0.7447534,1
00026337.jpg,0.8219666,1
00026343.jpg,0.751458,1
00026351.jpg,0.896871,1
00026352.jpg,0.6740168,0
00026353.jpg,0.5547488,0
00026359.jpg,0.7923764,0
00026360.jpg,0.7525328,1
00026363.jpg,0.8352524,1
00026367.jpg,0.8618192,0
00026388.jpg,0.7196252,0
00026390.jpg,0.6749658,1
00026393.jpg,0.718061,0
00026398.jpg,0.7966522,0
00026401.jpg,0.8322436,1
00026409.jpg,0.896835,1
00026414.jpg,0.9495406,0
00026422.jpg,0.888218,1
00026423.jpg,0.5547006,1
00026432.jpg,0.81388,0
00026434.jpg,0.7603412,1
00026437.jpg,0.8553538,1
00026445.jpg,0.5802276,0
00026455.jpg,0.7833474,1
00026456.jpg,0.8390854,1
00026470.jpg,0.8382426,0
00026472.jpg,0.7912732,1
00026478.jpg,0.7871496,0
00026481.jpg,0.8329758,0
00026484.jpg,0.8515562,0
00026488.jpg,0.8012234,1
00026496.jpg,0.5443,1
00026505.jpg,0.8342306,1
00026506.jpg,0.7051686,0
00026508.jpg,0.3213686,0
00026518.jpg,0.9077064,0
00026527.jpg,0.5758118,0
00026530.jpg,0.71964,1
00026531.jpg,0.7737874,1
00026562.jpg,0.6085914,1
00026569.jpg,0.8576742,1
00026571.jpg,0.8934878,1
00026573.jpg,0.798462,1
00026583.jpg,0.6724668,0
00026594.jpg,0.9210864,0
00026615.jpg,0.7182994,0
00026623.jpg,0.8525528,1
00026624.jpg,0.6809288,0
00026632.jpg,0.831349,0
00026634.jpg,0.7425852,0
00026655.jpg,0.6591916,0
00026659.jpg,0.7453654,1
00026660.jpg,0.956116,0
00026663.jpg,0.9113704,1
00026664.jpg,0.8860474,1
00026668.jpg,0.8707104,1
00026669.jpg,0.634932,0
00026678.jpg,0.759755,1
00026683.jpg,0.7978762,1
00026692.jpg,0.6822874,1
00026698.jpg,0.8346852,0
00026699.jpg,0.7121148,0
00026704.jpg,0.7798062,1
00026719.jpg,0.6183854,0
00026726.jpg,0.6690086,0
00026736.jpg,0.8163286,0
00026743.jpg,0.8463094,0
00026747.jpg,0.8311608,1
00026751.jpg,0.8417678,1
00026775.jpg,0.589924,0
00026779.jpg,0.9073938,1
00026780.jpg,0.8469398,0
00026782.jpg,0.5786104,0
00026801.jpg,0.8522596,1
00026802.jpg,0.6332414,1
00026815.jpg,0.478601,1
00026818.jpg,0.7008846,0
00026826.jpg,0.7690584,1
00026828.jpg,0.7516238,1
00026832.jpg,0.7919956,0
00026836.jpg,0.5355708,0
00026849.jpg,0.8625768,0
00026862.jpg,0.8619122,0
00026865.jpg,0.5608656,0
00026876.jpg,0.6911904,0
00026880.jpg,0.9178508,0
00026882.jpg,0.9249284,1
00026886.jpg,0.7902094,1
00026896.jpg,0.844903,0
00026899.jpg,0.735911,0
00026904.jpg,0.9227638,0
00026911.jpg,0.59,0
00026913.jpg,0.8052268,1
00026914.jpg,0.6393144,0
00026916.jpg,0.7030486,1
00026919.jpg,0.8182818,0
00026927.jpg,0.569083,0
00026929.jpg,0.7813858,0
00026933.jpg,0.5217868,0
00026942.jpg,0.721817,1
00026946.jpg,0.655745,0
00026948.jpg,0.7364728,0
00026973.jpg,0.520914,0
